Insult,Date,Comment
0,,"""If you want to lick Jewish ass, go do it in Jerusalem. but stop using this country you Israel-first traitor."""
0,20120612050335Z,"""Agreed... you come on here to proclaim a useless point to who? the CNN community? Parasites that have nothing else better to do then trying to make a valid point to....who????"""
0,20120618202653Z,"""@SDL Unless that happened by chance..."""
0,20120529210206Z,"""Are you edge-triggered or level-triggered?"""
0,20120528164632Z,"""Nice smelling...er, spelling sphincter"""
0,20120612142256Z,"""How do you know?\n\nBesides who says everyone has to have Moral Standards based on my Gardener?"""
0,,"""Too bad that wouldn't do anything about the gay American citizens found in all 49 other states."""
0,,"""Mr Cagape, the things you\\'ve listed are true but only the tip of an iceberg.\\nI\\'ve been in Hong Kong for two years now, and the longer I stay here, the more I hate this place. \\xc2\\xa0It\\'s horribly crowded, which leads to plenty of rude people and deathly polluted air. \\xc2\\xa0It\\'s ridiculously expensive, and even so, the nicer (and expensive) restaurants are always booked out and the services are shit. \\xc2\\xa0It\\'s superficial; if you are or want to be a nice person, you will always get taken advantage of, unless you dress in such a way that says ""I\\'m rich"" on your forehead. \\xc2\\xa0Even if you are rich, like some of the Chinese mainlanders that rush into the city for a weekend shopping spree, you will still get treated like shit. \\xc2\\xa0I don\\'t get why people love Hong Kong so much. \\xc2\\xa0It may look civil on the outside, but on the inside, it\\'s rotten to the core. \\xc2\\xa0It\\'s just capitalism, you may say, but I don\\'t see it in the US, and I don\\'t even see it in China mainland (which contrary to what they argue, is very much capitalist). \\xc2\\xa0Living here doesn\\'t make me rich, it makes me pull OT everyday, put up with selfish rude people everywhere, and pay ridiculously high rent for a tiny apartment every month. \\xc2\\xa0If I live here for another two years, I will become so bitter that I might just fit in."""
0,20120612051458Z,"""Yeah I know, I am being a troll on purpose. I still and will always be known as JSKop. I do not have to change my account every few days because I'm awesome like that. I can troll one day and the next be taken seriously by everyone."""
0,20120515172041Z,"""""""You all, including your son, deserve a slow, painful, and miserable death.""""\n\nThat's how Zimmerman stands his ground."""
0,20120619220205Z,"""If you wrap your computer in foil you can stop them from taking your posts down."""
0,,"""she is ugly so she would complain """
0,20120527204604Z,"""Operation DICS:\n\n'Distract Investors from Crashing Stock'"""
0,20120529031845Z,"""Actually the Packer still have the rights to Jolly."""
0,20120612120920Z,"""From your computer through their website."""
0,20120611212958Z,"""This is what I wore to the most recent wedding I attended, which was a daytime, black tie optional affair:\xa0http://i.imgur.com/pmQKn.jpg. I think I looked glamorous as fuck."""
0,,"""Pig noesed / no talent jack.. This guy should get the worst actor award every year."""
0,20120619122806Z,"""And the last day is upon us. Will I be the lucky one? Doubt it, but it's still a sexy piece of hardware!"""
0,20120612011146Z,"""Uh,if the autopsy plus the exam of the girl prove that he WAS raping the daughter, then he was caught red-handed, which doesn't fall under the category ""innocent until proven guilty."" If you wouldn't do the same thing in that father's shoes, then you don't have children."""
0,20120528200032Z,"""come on Sweeney show us again man"""
0,,"""Its going to be difficult to lose weight in 7 days. Honestly, most of the weight that you'll lose is going to be water and maybe a little bit of muscle and fat if you are very careful with your calories. You can also be certain that you'll gain it back again once you get of the diet. I'd recommend that to take it slow and easy so you can see the long-term benefits. \\n\\n \\n\\nI've personally lost 180lbs since Dec 2009. My blood pressure was 160/110, now its 120/80. My cholesterol was 256 mg/dL, now its 176mg/dL. I'm no longer Pre-Diabetic and I'm in the best shape of my life. It wasn't easy but I can say that everyone can do it if they have the right program.\\n\\n \\n\\nIf you're interested in my story please head over to Zdiets.net\\n\\n \\n\\nCheers.\\n\\n \\n\\nRyan E. Parker"""
1,20120610122728Z,"""You're a pussy ass punk."""
0,20120530020342Z,"""Apparently Hickson has said he will take the min to play with LeBron again.. Good bench player for the Heat."""
0,20120529143641Z,"""Simply terrible.\xa0 Cop should be fired."""
0,20120611225506Z,"""very sorry about robin, however I can guarantee that if this was a story about just your average person it wouldn't be getting this much attention. sorry if its offensive but tough shit its the truth and you all know it."""
1,20120529025307Z,"""haha...atleast get your insults straight you idiot!!...."""
0,20120530142652Z,"""O' Neil ---\n\nHold your ground!!  Don't admit to\nsomething you did not do to satisfy an outward AGENDA by those who\nwant to conform to international racing for their own profit!  Yes,\nyou have violations, as many other trainers do, BUT, you are the\ncenter of attention right now --- NO BETTER PERSON TO ATTACK!!!  You\nlive in a faulty generation caught up in personal transference of\nwrongdoing by the general public focused on lack of commitment to\nthemselves, family, and country!\n\nDoug, just look around you and see what\nthe present day ideology has done to our country, NOW, they want YOU\nto become part of that same agenda in the sports world --- DON'T DO\nIT!!  The people around you know you for who you really are ---\nforget about the deadbeats, and the press, who themselves should be\nashamed of their lack of responsibility to the people of this\ncountry!  Focus on winning the Triple Crown --- YOUR WAY!!  You've\ncome this far on your own, stay that way!!  Good Luck --- the \u201cTRUE\u201d\nfans will support you for who you are, not what others want to make\nof you."""
0,20120530142522Z,"""Hey Cameren, I just met you, and this is crazy, but here's my number, so call me maybe"""
0,20120530004342Z,"""I stand corrected that was the memphis series but they beat the heat in 6, then this yr okc swept mavs due to player improvement"""
0,20120619134407Z,"""The guy is an idiot if he sticks his dick around without protection."""
0,20120620140508Z,"""Oh please, spare us your fantasies."""
0,20120609181040Z,"""Well, no. Generally if I consider someone a tramp I have no desire to look at their sex pictures.\n\nWhat's your excuse?"""
1,20120609183559Z,"""I still dont see why half of you niggas click on every video that he post on wshh just to hate. If he so wack why the fuck you even click the video. #BASED"""
1,20120610070026Z,"""i bet you are a white devil or cracker"""
0,20120530020330Z,"""A Combination, he is a drunk we all welcome but has a crazy streak"""
0,,"""Yep, and that means that you would have to find another cash cow to suck the teats of...Nothing but a leach so give it up..........."""
0,20120530053242Z,"""Sounds like a medical condition."""
1,20120611232142Z,"""You are human garbage."""
0,20120529024542Z,"""I dont know about a high chance, but definitely a chance."""
0,20120610015101Z,"""Your little girl will probably look just like her :) lol"""
0,20120612015926Z,"""@hockeybelle\xa0he is so wrecked physically right now. \xa0THere's definitely something wrong with him. \xa0You can't really use the ""lazy"" excuse anymore because he was pretty great for most of the playoffs"""
1,20120620000945Z,"""We'll leave the fanaticism to morons like you, criminal."""
1,,"""Can we have your address so that when you die we can all come and pay our respects, and then urinate into your urn before they flush it?"""
0,20120612004256Z,"""If only it could be your rectum, right?"""
0,,"""LOL....and he told them to go suck your man child messiah's big toe.....\\n\\n\\nLOL...."""
0,20120529232226Z,"""Finally? Where have you been the past few years? Phils played hurt in 2010 and 2011."""
0,20120619225235Z,"""That takes more strength than the father in the story would ever know. Much respect to you."""
0,,"""....he should be punished in some way obiously, just because he's in the SAS shouldn't make him untouchable!! unquote\\n\\n \\n\\n \\n\\nHe has been punished plus he will get done by the army...in the Forces you get done twice...once by the civil courts then by military justice (if I may use those terms together as you are guilty until proven even more guilty!)"""
0,20120610095854Z,"""dcjohn: have you heard some of the white folks down in good ""ole"" louisiana speak? if you turn your backs you can not tell one from the other. it has to do with location and where you are born mostly. come to my state also, some of sound like our friends from the ""hills"". there is no such thing about being ignorant or uneducated just because you have an unusual accent.blacks speak in all languages depending on where they are from; from the Queen's  english to french, or gullah, or islander or spanish. blacks are very adaptible where as other groups are a ""closed knit bunch""."""
1,20120515152922Z,"""More people on here than you, you cunt."""
0,20120529202818Z,"""Tabby\nJHay\nCutch\nEl Toro\nPgh Kid\nGFJ\nHit Collector\nCB\nGround Chuck"""
1,20120609194312Z,"""I think it clearly displays your lack of rational thought if you truly believe that."""
0,20120529160528Z,"""No we have no concept of sitting on your butt and waiting for a hand out"""
1,20120610033625Z,"""FACT.. YOU ARE A MORON"""
0,20120528134807Z,"""Just like the media has ventured to compare MAnu to Kobe, but where were you then?"""
1,20120527233520Z,"""U dad already ashamed of u cuz he dnt know if u really his son cuz your mom was sucking and fuc.king the crew back in da days..lmao...now u grew up to hate black men wit money cuz u know dsts what your mom is looking for..lol..tell her I'll pass up on dat a.ss cuz it got to many miles on it howeva she can give me some slow head...lol..lol..lol..."""
0,20120619155757Z,"""They have historically been completed unable to get the REAL THREAT off the road so they're going to pick some very low hanging fruit here. Inept lawmakers. Inept politicians. And sheeple for police who are going to LOVE ""enforcing"" this new law. They can't enforce the laws we have now that matter, so I guess they need some new ones."""
0,20120610005919Z,"""My little brother and his friend are running around, making fart noises, and quoting The Lorax. I have no fucking clue what is going on."""
0,20120529194854Z,"""be careful picking it up. For that price it could easily be an Admiral Ackbar."""
0,20120619145414Z,"""I guess their coverage was IDIOTIC to YOU, especially when they were all but anointing your boy as the champion after day one of the Open. \xa0 Tht is what I dearly love about the SYCOPHANTS, they have to have it both ways...ALL THE TIME.\xa0 Crawl back under your rock CRAPI."""
0,20120619054952Z,"""The guys cutting down our tree said they would cut another tree down for a carton of beer. Haha typical tradesmen."""
0,20120529020530Z,"""are you funny tonight?!!!"""
0,20120611221913Z,"""Its Black Goo fucked into Space Jockeys that causes xenomorphs. \xa0Thats why they have similar Giger bodies. \xa0 doesnt need to be two crazy coincidences to set up prometheus xenomorphs and alien xenomorphs."""
1,20120610001309Z,"""cortez u callin niggas soft but u look soft as hell too my nigga"""
0,20120527222110Z,"""Man I see why you celtics claim to be classy."""
1,20120609172301Z,"""How does trolling for Obama pay? Pretty well?  What? No pay? You're an idiot, don't breed."""
0,20120610005734Z,"""And you, Dee, are a typical leftist idio t."""
0,20120620062609Z,"""Jolie is my qurl. Excited as hell to see this movie. Too bad its 2 years away.. fuck"""
1,20120620140603Z,"""You are a child."""
0,20120611190542Z,"""Libero ha per vicedirettore un signore che ha pubblicato l'audio di una telefonata PRIVATA con un parlamentare, Crosetto. Libero fa campagne contro le intercettazioni e poi pubblica telefonate PRIVATE (""quel testa di C \xe8 andato a Milano"" diceva Crosetto del suo boss). Il DIRETTORE di Libero si \xe8 fatto un attentato da solo, o forse \xe8 stata la guardia del corpo recidiva. Pansa, Il megagiornalista, su Libero ha scritto (e mai smentito) che ENRICO BERLINGUER ha telefonato a Curzi per raccomandare la figlia, nel 1991. Da MORTO! Questo \xe8 libero. Che si prendano Freda."""
1,20120529132610Z,"""Hang on, Eduardo, what's your home address? i'll come forcefully kick \nyour door down, take over your house, if you try and kick me out, i'll \nseriously physically harm you, because as you pointed out, right to self\n defence!! I hope you realise how retarded your argument is, truely!"""
1,20120612022928Z,"""<blockquote>                        Little girl, you, YOU of all people make that statement. How dare you after all your feminist/misogynist bullshit.\n\n\nOh, and toots, anytime you want to try anf follow me up a 21,000 foot\n mountain at 64 degrees North Latitude and not whine, bitch, complain or\n get cramps, you just go ahead and sign up. \n\n\nYou are a nypocrtical piece of shit. And anytime sweetheart. Anyplace\n on the planet. You think you have a bteer pain threshold or the ability\n to follow along in my footsteps, you just raise your delicate little \nhand. The first whine oir moan out of youy when in the field, and I will\n have a dozen cameras on you and make sure the world knows what a whimpy\n little hypocrite you are.\n\n\nPussy.</blockquote>\n\nFuck you.\n\nDon't call me ""toots"".\n\nI'm disabled, and CAN'T follow you up a mountain of ANY size.\n\nI also deal with CHRONIC FUCKING PAIN, DAY IN, DAY OUT.\n\nMeow meow, fuckstain."""
0,,"""I don't watch the brain numbing Eastenders, but have always had a thing for Nicola Stapleton...............I would! """
0,,"""\\xc2\\xa0HA HA, Ford will blow it away."""
0,,"""@tlgiguere I remember first seeing mike in board james  and finding out he plaed the joker in the batman reviews  and bugs bunny and all that awesome stuff,  I was actually saying, I'd like to see more from him.  While I do miss seeing James more then we are,  he's making the movie so its understandable. Just think how boring it would be around here WITHOUT mike right now,  I'm glad he's stepped up to help out more."""
1,20120515224228Z,"""WHAT PART OF GO BACK TOO SCHOOL AND LEARN HOW TO STRING A PROPER LEGABLE SENTANCE TOGETHER DID YOU NOT UNDERSTAND DO YOU NEED A FUCKING DIAGRAM\n\nIt is obviouse your a women as you havent learnt anything go baack to the bottom were you came from until you make sense \n\nJUST A WASTE OF SERVER SPACE SAME AS ALL WOMEN. I DOUBT EVEN HUGE BLACK COCK IN YOUR FILTHY HOLE WOULD SHUT YOU UP MORON."""
0,20120612060140Z,"""Ok I am sorry but why are these idiots still around. I am white and can't stand the racsit pigs. If you can't stand being around other races and cultres then get lost. If you beat people because of their color they should be shot. Now they want a stretch of road. Yeah just what someone of color needs. To go down that road and be beaten or shot because they are of a different color. I wish I can do the stuff they do and get away with it.."""
1,20120619141352Z,"""The comments on twitter shows that it was to embarrass Tyler.  If there was not intent of that then why would you do such a stupid idiot move as this?  We are all legally adults by the time we go to college (unless you are  a major genious), so it's time to start thinking like one."""
1,20120610105706Z,"""WHAT THE FUCK SUN!!! WHY ARE YOU NOT POSTING MY COMMENTS!!! ILL TELL YOU WHAT I WONT FUCKING BOTHER WRITING MY OPINIONS THEN!!! ILL JUST FUCKING SAY NICE THINGS ABOUT ALL THESE SYSTEM ABUSING SCUM BAGS SHALL I.............DECENT"""
0,20120618192916Z,"""Mine too. So I just assume all the time over what it was. \n\nMost of the time, they are correct assumptions."""
0,20120528194144Z,"""Joyce should be in RF.... Zobrist should be at 2B.... Rhymes shouldn't be playing."""
0,,"""I actually think this is 1 of the most 'sophisticated' outfits i have seen her in lol...  I used to like her years ago but she has went downhill in my opinion and will go as low as possible to get that frozen face in the papers... I would like to know who these 'katie price' fans are that she makes her millions from because certainly no1 i know admits to liking her..."""
1,20120503042134Z,"""Flagged, you're a real dick."""
1,20120529204424Z,"""I Made a Joke.....A Joke you did not get.... A pun on color if you will.\nYou need to Relax.  Look at my Pic.  I'm a white guy calling white coaches dumb....If you cant get that, then you must be 10 y/o."""
0,20120610003805Z,"""Here he is explaining how they tried to have him killed for propaganda purposes.\n\nhttps://www.youtube.com/watch?v=NXeXl1SDU8c&feature=plcp"""
0,20120527195326Z,"""Brown dog:\n\nRemember that you thought that............. while the crowds gather on the streets.......... Greece, Spain, France, Quebec Canada  etc etc etc ....... It is not only a dynamic that will occur in the US but is already occurring, where people want their rights and the real culprits of the financial disasters held accountable!"""
0,20120612002630Z,"""Dude, calm the fuck down and stop yelling at anyone who disagrees with you."""
0,,"""sounds like\\xc2\\xa0Venezuela...ah, the road to being a banana republic with the emperor with no clothes that his minions the media insanely keeps insisting he isn\\'t naked...\\nand what is up is down and what is right is wrong.\\n\\n""The prince of this world"" (John 12:13) \\xc2\\xa0is a master of false systems. \\xc2\\xa0He crafts entire schools of thought that can suck us in and destroy us...He\\'s behind false religions, false\\xc2\\xa0philosophies, false doctrine, false morality, and every\\xc2\\xa0system\\xc2\\xa0of that that cannot lead anyone to God. \\xc2\\xa0He has infiltrated governments, economies,\\xc2\\xa0educational\\xc2\\xa0institutions, and anything that has influence in this world. \\xc2\\xa0The conclusion John came to is sobering. \\xc2\\xa0""The whole world lies in the power of the evil one""(John 5:19).\\n\\n\\'The Invisible War\\', Chip Ingram"""
0,,"""Sorry, I hate to be one of *those* people (if they exist here. haha) but, I posted this juts a few minutes ago in the old thread and I wanted to move it over here because it\\'s a bit mind-blowing.\\n\\nFrom her letter to Tiger Woods:\\n""The world seems to be all up in your business, and I\\xe2\\x80\\x99m sorry about that. I really am. What happens in your life, in your car and in your marriage should not be a public issue. Unfortunately, because you are a public figure, sometimes your private life does become public. I guess it comes with the territory and maybe you\\xe2\\x80\\x99re used to it by now. It still must bite, though......Of course I long for you to own your mistakes, Tiger. If you aren\\xe2\\x80\\x99t already, and I hope you are, man up to the pain you caused your wife and family. Let the hot searing anger she has for what you did change you, not harden you. It must be a hard road to walk, both for her dealing with what you have done, and for you, making sense of where to go from here when you are in the public eye the way you are. Stand behind your actions by way of fully admitting and acknowledging them to yourself. Don\\xe2\\x80\\x99t lie to yourself or pretend they aren\\xe2\\x80\\x99t as bad as others think or that somehow you were justified. You weren\\xe2\\x80\\x99t. You are reaping what you sowed, Tiger. Own it. But see, whether you acknowledge all that publicly to your fans is entirely up to you. It makes no difference to me if your public apologies are detailed or not. For it is not us you need to be apologizing to. Because you are well known does not make you accountable to the public. Share only what you want, and keep the rest private. Keep it all private, if you can. But, and I speak from painful experience here, coming entirely clean does feel good. Really good....\\n\\nTonight, I am praying for restoration for your marriage. Having almost lost mine, because of my own sin and pride as well as that of my husband, I now hold redemption in marriage in such high regard....But my advice, as someone who has been there? Don\\xe2\\x80\\x99t hide it. Own it. Embrace it. Learn from it. Change your ways. Feel repentance. Apologize to your wife. Seek counseling, lots of it if you can. Let the searing pain and guilt and remorse you hopefully feel inspire in you to see yourself for what you are: A wretched sinner in need of forgiveness.\\n\\nYou, your heart, and that of your wife and children are what matter. Focus on them, on saving your marriage, if that is what you want to do. And truly, my husband and I pray that it is what you want to do.""\\n\\n"""
0,,"""Cant wait, this guy is amazing."""
0,20120502153803Z,"""@thebaskett\xa0\nCool. \xa0How the fuck are you and how do you grade the Vikes' draft?"""
0,,"""George Stephanopoulos\\n\\nIs the son of a a Greek Orthodox Priest in Cleveland\\n\\nIm sure his father is not very proud of his son becoming a lacky supporting the Obama administration \\n\\nGeorge has been licking the boots of democrats for years \\n\\nI guess the gene pool comes from that great economic power Greece \\nThey are truly economic geniuses\\n\\njail is to good for him\\n"""
0,20120619225512Z,"""It looks these teabaggers are going to pull out all the stops for 2012, doesn't it?"""
0,,"""I want this. But it's not out yet. Been a while since I said that about an iPhone app."""
0,20120620013335Z,"""72913781 post del thiago\nhttp://profile.ak.fbcdn.net/hprofile-ak-ash2/276507_199950953390996_326587_n.jpg"""
1,,"""\\xc2\\xa0You're female, gay, or both."""
0,,"""Keep the money away from Kenny. Over \\xc2\\xa3110 million spent and 7th in the league. ROFL"""
0,20120619201426Z,"""Mama Manzo is evil and she MUST be stopped! =)"""
1,20120529211714Z,"""before calling others stupid you gay piece of shit you should check the spelling of your own username because it seems that you forgot to complete its spelling. Dild....o? Dildo? *ur extremely gay"""
0,,"""@Doremus Jessup 2.0 ""Little bastard shot me in the ass!"" --The Waco Kid"""
1,20120610090839Z,"""suck a dick pussy ass nigga bitch!!!"""
1,20120620041024Z,"""hey rynthih95 who the hell r \xa0u speaking on sachin .\nshut up u fucking ass [[midfing]]"""
1,,"""Soooo, what you\\'re saying is that YOU were a bully then, and you sound like one now.\\n\\nWith a name like ""klanman"", you must be a member of the KKK.\\n\\nAfter looking at your profile and reading some of your posts, you seem to be a vile, pathetic loser full of hate. \\xc2\\xa0Your mother must be real proud."""
0,,"""It was never going to last with Ashton.\\nI really hope she makes a full recovery, as she's beautiful, fiesty, confident & seems really likeable. You just know Bruce will be there for her every step of the way. It's sad to see her like this just because he got bored of the marriage. He married a woman who was approaching 50, so he knew how different it would be. He shouldn't have done it if he knew it wasn't to last. """
0,,"""Celebrity Big Brother IS a mistake."""
0,,"""Im a man u fan. I think de gea is a flop 4 what was paid 4 him. He has made a couple good saves. \\nOther than that he lacks confidence and doesn't look ready 4 the prem. \\nI think man u will need another goalie in next couple of years as se gea will get worse. """
1,20120320061234Z,"""hey jurbinsky your mom's a pile of garbage why don't you shut up."""
0,20120609211536Z,"""aside from that, they tend to run to the doctor all the time. My wife sees a doctor at least 3 or 4 times a year. Last time I saw a doctor was when I broke my hand 27 years ago."""
1,20120515211543Z,"""You really are a fool."""
0,20120612035858Z,"""I have one too! And I snagged a black and white maxi skirt from target last week! It's so comfy!! :) Where did you get your dress?"""
0,20120618201347Z,"""we should HOLD Holder at GITMO until he comes clean."""
0,20120529160137Z,"""Yea, damn those Shriners and their little cars!"""
0,,"""@Dan_tm@noBjustRyan what are you protesting?  same thing as me?"""
0,20120609223059Z,"""I just want to tell every parents that plz. let your daughter or son to marry their love, specially parents of a girl child must think that\xa0forcefully marry your daughter to someone stranger to her is like giving your daughter to a\xa0rapist because\xa0definition\xa0of rape is making sex with some one without her mental and physical permission. Plz. stop forcefully marring your daughter, otherwise you are doing a sin."""
1,,"""go back to sucking your neighbors dogs dick"""
0,20120619025609Z,"""@atvcar\xa0 Nobody likes the messenger."""
0,20120620150011Z,"""Sheeps Balls?!\xa0Are you rebranding?\xa0""Sheep's Bollocks to Poverty"" is quite a mouthfull... Did you see what I did there!!"""
1,20120528200331Z,"""shut the fuck up"""
0,20120619161348Z,"""You take the money, represent the child molester and hold your nose.\xa0 You don't try to look like you're enjoying it."""
0,20120610080953Z,"""Great Pin Bea. This photo just tells a story."""
0,20120528173629Z,"""Islam Vs. Judaism: \xa0\nIn 2007\xa0Islam and Judaism's holiest holidays overlapped for 10 days.\nMuslims racked up 397 dead bodies in 94\xa0terror attacks\xa0across 10\xa0\ncountries during this time... while Jews\xa0worked\xa0on their 159th Nobel Prize."""
1,20120618233555Z,"""really ? you'd better be prepared for the whole law to be trashed, and pack your bags, your leaving the white house come jan, and good the heII ridence, you commy marxist bastard !"""
1,20120620110522Z,"""Hey right winger ""just4thefax"", immigration isn't a ""wedge"" issue, it's a POLICY issue.\n\nGet a clue, moron."""
1,20120611200228Z,"""that's a brilliant comeback blowhard even though we both know she died from a brain\xa0aneurysm\n\nwould you like me to show you the link again to the story and you can act like you didn't know you racist inbred trash\n\nSLAVER TO YOUR FACE"""
0,20120620170653Z,"""IN THE LIAR'S OWN WORDS:\n\n\n\n\nFlashback 2007: Obama attacked trying \u2018to hide behind\nexecutive privilege\u2019 \n\nCNN\u2019S LARRY KING: \u201cDo you favor executive privilege or should Karl Rove and\nothers in that like position be forced to testify before the House or Senate?\n\n\n\nOBAMA:\n\u201cWell, you know, I think we\u2019ll \u2014 we\u2019ll determine over the next several weeks\nhow this administration responds to the very appropriate call by Patrick Leahy,\nthe chairman of the Judiciary Committee, to have these individuals come in and\ntestify. You know, there\u2019s been a tendency on the part of this administration\nto \u2014 to try to hide behind executive privilege every time there\u2019s something\na little shaky that\u2019s taking place. And I think, you know, the administration\nwould be best served by coming clean on this. There doesn\u2019t seem to be any\nnational security issues involved with the U.S. attorney question. There\ndoesn\u2019t seem to be any justification for not offering up some clear, plausible\nrationale for why these \u2014 these U.S. attorneys were targeted when, by all\nassessments, they were doing an outstanding job. I think the American people\ndeserve to know what was going on there.\u201d"""
0,20120529153418Z,"""@YinzerinCT\xa0Gangs of Connecticut.\n\xa0\nSolid movie."""
1,20120320213336Z,"""That's a dumb opinion and you are dumb for holding it."""
0,,"""OK, that \\xc2\\xa0is fine. He still likes to suck on pinky toes.\\xc2\\xa0"""
0,20120620160808Z,"""This is the same Obama who slandered GHW for an\xa0\nExecutive\xa0Privilege\nclaim."""
1,20120619090606Z,"""why dony you fuck off"""
0,20120620013103Z,"""@AleisterHyde The catch-phrase refers to the size of the force, easy to understand\xa0 unless you are not an idiot."""
0,20120620145613Z,"""too bad, they're usually pretty relevant."""
0,,"""So they send a guy to blow up a tree and his own leg? Geniuses."""
0,,"""@NotBornEveryMin @'Micah Carter Which sock am I supposed to reply to?"""
0,,"""The cleverest comment that I have seen for a long time, I think that it was in the Mail\\n\\n \\n\\n\\'Arshavin is the worst Russian Sub since the Kursk"""""
0,20120529043505Z,"""Looks like Ed Malloy is calling a foul on Ray playing D in the picture.. Classic"""
0,20120528222742Z,"""looks like while you guys have extended B-P with Mariners we've got Barn-Duty for you...?\nsay we do and we do our job, y'all remember that won't ya kindly?\n\nas I always say (and feel :) good luck Texas, have at it!"""
1,20120320173937Z,"""and you mother was a fucker.of dogs, to prove it, bark like the dog you are"""
0,,"""This article is porn for women. Seriously, i think this is one of the main things that woman find disappointing in a marriage/relationship with a man. You are a good person with a lucky wife!"""
0,,"""Democrats believe the government should take care of them... republicans feel you should get off you lazy ass and make something of yourself....."""
1,20120502165928Z,"""You are offensive and stupid."""
1,20120620012533Z,"""you're an egoistic dimwitted cunt. that's why you fail in your life. don't drag others' down."""
1,20120528222612Z,"""I'm sure dumb-asses, like yourself, will be trolling full force under our next President...Romney.  What does ""boyhollow"" mean...or do we want to know?"""
0,,"""You so funny. \\xc2\\xa0Direct financing or shady indirect loan. \\xc2\\xa0Both cost the taxpayer money. \\xc2\\xa0Don't say it was just a guarantee because we ended up paying off on that guarantee. \\xc2\\xa0Name the part of the constitution where it says the federal government can take our money and give it to businesses. \\xc2\\xa0Of course, we know you would blow a gasket if we took that money and did something useful with it by spending it with Lockheed or Haliburton."""
0,20120619111454Z,"""What the fuck?! Kane loses again?! Has he won a match since going back to wearing a mask?!"""
1,20120320063844Z,"""you fail at being a mother and a Marine....someone should grab your empty\xa0head and give you a killer bone crushing skull fucking in front of your father."""
0,20120611190823Z,"""Took my girlfriend to see it.\xa0\n\nShe told me to stop jumping like a bitch :/"""
0,20120619160328Z,"""First off, you're not a non-drinker. I am a non-drinker and I am 1000% against this law. There are idiots in this city who should have their licenses cut in half even if they don't drink at all. I have friends who are very careful drivers with clean records and no-claim insurance histories whos civil liberties are being stripped away and people like you are letting it happen. Good for you. But Redford isn't stopping here. When YOUR rights are being stripped away, you'll be changing your tune pretty much instantly."""
0,,"""another hot button election smoke screan. The realalty is WHO CARES.\\xc2\\xa0 The gay comminity should be allowed to have the same difficultries the rest of us go throught.\\xc2\\xa0\\xc2\\xa0 I agree with Christie put it on a ballot for the public to vote on.\\xc2\\xa0 This way repubs can do what dems do take no ownership of this.\\xc2\\xa0\\xc2\\xa0 really who cares"""
0,20120610141834Z,"""The comments about this sad story only proves how ""smart"" some people are in this once great nation. Kenya is an US ally and have been for years, including during W. Bush's administration. If this ""crash"" was an act of terror, this would not be the first time Kenyans faced acts of terror due to their alliance with the US. Remember the US embassy terror bombings in the late 1990's? By the way Kenya is 80% Christian and the people are not starving to death, for those who somehow believe Kenyans are all terrorist trying to destroy America because Obama's father was Kenyan. Get an education before posting ""smart"" comments about a nation you ""smart"" posters obviously know nothing about. My heart goes out to the good people of Kenya during this tragic event."""
0,20120610112007Z,"""fuck the judges..better stop the boxing events!"""
1,20120612145844Z,"""You're a bleeping idiot!!!!"""
1,20120502200449Z,"""You're a bum"""
0,20120620025745Z,"""21st Century: England - not qualified!"""
1,20120530024052Z,"""you're a tard"""
0,20120619215044Z,"""I'm not even mad. I expect this kind of drivel from him, so it's easier to just ripholes \xa0in his 1/2\xa0thought out\xa0theorem than to take it seriously."""
1,20120619221008Z,"""Yeah, like I'd let you have the last say, loser. ;)\n\nAnd BTW, you're a bad stalker. I don't give a phuck about pitbulls. ;D"""
0,20120527195555Z,"""I think he forgot that we just scored 9 runs yesterday."""
1,20120610033747Z,"""BudweiserB11\nshut up ignorant fool poland ruled over half of russia in the real times of history when guns and weapons weren't even heard of. Im sick of you ignorant idiots trying to take a shot at history ****ing loser.\n-------------------------------\n\nWho are you responding to? And I know what you're talking about. Byli\u015bmy pot\u0119g\u0105 z Husari\u0105."""
0,20120502232044Z,"""Sling the term liberal around a little more because people might actually begin to believe you aren't a pro-life democrat."""
0,20120611224133Z,"""yes he does my dick is hard\xa0 right now\xa0 i jacked off to him and pretended that it was someone else i knew"""
0,20120515063157Z,"""Where are you getting your information from?"""
0,20120619210925Z,"""Be careful what you say. Your comment has to be approved now by unelected hypocrites in Washington."""
1,20120619235644Z,"""You are stupid"""
0,20120529201217Z,"""I liked the Cersei arc in book 4, the rest of it was fairly forgettable."""
0,20120620010148Z,"""for whatever reason, I'm not nervous, I have confidence we'll play WELL, Win or Lose....GO OKC!!!!"""
1,20120320203047Z,"""You are a fucking retard...before doing shit like that won't you consider the other person and how they got violated in to their privacy...go to fucking hell"""
0,20120620162050Z,"""Conservatives are social leeches and the scum of the earth."""
0,20120528222135Z,"""Iran has already done it by proxy.  You have no idea what a brutal regime this is."""
